Source,Target,R,N,Weight
віра,"Надя, Любов",1,206,206.0
переляканий,нажаханий,2,212,106.0
збентежений,нажаханий,1,211,211.0
замовчати,назавжди,8,200,25.0
вірність,назавжди,4,211,52.75
запам’ятати,назавжди,3,200,66.66666666666667
одружуватися,назавжди,3,213,71.0
покохати,назавжди,3,210,70.0
помолодіти,назавжди,3,200,66.66666666666667
товариш,назавжди,3,200,66.66666666666667
віддалитися,назавжди,2,206,103.0
забуватися,назавжди,2,217,108.5
кохання,назавжди,2,202,101.0
кохати,назавжди,2,215,107.5
обіцянка,назавжди,2,214,107.0
оселятися,назавжди,2,209,104.5
помолодіти,назавжди,2,200,100.0
товаришувати,назавжди,2,213,106.5
вдома,назавжди,1,212,212.0
взяти,назавжди,1,202,202.0
витримка,назавжди,1,203,203.0
відмовитися,назавжди,1,200,200.0
вільний,назавжди,1,200,200.0
ворог,назавжди,1,202,202.0
втратити,назавжди,1,205,205.0
доля,назавжди,1,199,199.0
дружина,назавжди,1,216,216.0
дружити,назавжди,1,200,200.0
забувати,назавжди,1,220,220.0
забути,назавжди,1,204,204.0
забуття,назавжди,1,201,201.0
затужити,назавжди,1,208,208.0
збідніти,назавжди,1,198,198.0
звичка,назавжди,1,203,203.0
звично,назавжди,1,203,203.0
звільнений,назавжди,1,212,212.0
здобуток,назавжди,1,203,203.0
зобов’язаний,назавжди,1,213,213.0
зрадіти,назавжди,1,200,200.0
їхати,назавжди,1,212,212.0
молодо,назавжди,1,207,207.0
ненависть,назавжди,1,198,198.0
одружувати,назавжди,1,211,211.0
озлитися,назавжди,1,199,199.0
оселитися,назавжди,1,205,205.0
пам’ятати,назавжди,1,212,212.0
пам’ятка,назавжди,1,212,212.0
пізнати,назавжди,1,419,419.0
побратим,назавжди,1,213,213.0
подобріти,назавжди,1,201,201.0
подружжя,назавжди,1,203,203.0
свобода,назавжди,1,209,209.0
усвідомити,назавжди,1,200,200.0
щасливий,назавжди,1,212,212.0
ярмо,назавжди,1,221,221.0
глянути,назад,2,205,102.5
прямо,назад,2,198,99.0
подивитися,назад,1,199,199.0
спогад,назад,1,207,207.0
назва,Назар,1,216,216.0
називатися,Назар,1,211,211.0
пощастити,Назар,1,202,202.0
ім’я,назва,9,221,24.555555555555557
буття,назва,1,203,203.0
назвати,назва,1,205,205.0
назватися,назва,1,198,198.0
називатися,назва,1,211,211.0
слово,назва,1,209,209.0
спромогтися,назвати когось,1,203,203.0
назватися,назвати своє ім’я,1,198,198.0
спромогтися,назвати щось,1,203,203.0
запам’ятати,назву,1,200,200.0
побігти,наздогнати,1,198,198.0
йти,назустріч,3,216,72.0
побігти,назустріч,3,198,66.0
побілити,наїв,1,200,200.0
бентежитися,наївний,1,199,199.0
народ,наївний,1,217,217.0
сміливий,наївний,1,207,207.0
щасливий,наївний,1,212,212.0
дитина,наївність,1,202,202.0
могти,наївність,1,213,213.0
добре,наїстись,1,203,203.0
їстися,наїстися,3,214,71.33333333333333
хотітися,наїстися,1,211,211.0
дитинство,найбільша приємність,1,218,218.0
взяти,найбільше,1,202,202.0
вимагати,найбільше,1,202,202.0
хвилювати,найбільше,1,213,213.0
щирість,найбільше ціную,1,212,212.0
кликати,найближчих,1,213,213.0
віра,найважливіша,1,206,206.0
вважати,найважливіше,1,201,201.0
головне,найважливіше,1,204,204.0
рідний,найважливіший,1,211,211.0
втрачати,найважче,1,202,202.0
дума,найвища,1,201,201.0
знання,найвище,1,217,217.0
побратим,найвищий скарб,1,213,213.0
байдужо,найгірше,2,202,101.0
зневіра,найгірше,2,202,101.0
байдуже,найгірше,1,207,207.0
брехня,найгірше,1,202,202.0
минути,найгірше,1,201,201.0
обман,найгірше,1,224,224.0
залежність,найгірше для нас,1,211,211.0
жаль,найгірше почуття,1,202,202.0
зло,"найгірше, що може бути",1,209,209.0
побажати,найгіршого,1,198,198.0
побоюватися,найгіршого,1,414,414.0
головне,найголовніше,2,204,102.0
важливість,найголовніше,1,203,203.0
обов’язок,найголовніше,1,214,214.0
пам’ятка,найдавніша,1,212,212.0
мати2,найдорожча,4,216,54.0
мати1,найдорожча,3,229,76.33333333333333
кохання,найдорожча людина,1,202,202.0
сумувати,найдорожча людина,1,213,213.0
брати,найдорожче,1,202,202.0
воля,найдорожче,1,205,205.0
втратити,найдорожче,1,205,205.0
втрачати,найдорожче,1,202,202.0
родина,найдорожче,1,211,211.0
коханий,найдорожчий,2,210,105.0
бажаний,найдорожчий,1,202,202.0
свобода,найжаданіша,1,209,209.0
мрія,найзаповітніша,1,216,216.0
дочка,найкраща,2,203,101.5
жінка,найкраща,2,201,100.5
молодість,найкраща,2,218,109.0
влада,найкраща,1,204,204.0
мрія,найкраща,1,216,216.0
уява,найкраща,1,212,212.0
молодість,найкраща пора,1,218,218.0
вибрати,найкраще,8,203,25.375
вибирати,найкраще,3,200,66.66666666666667
згадувати,найкраще,2,214,107.0
бачити,найкраще,1,203,203.0
вдома,найкраще,1,212,212.0
веселощі,найкраще,1,204,204.0
взяти,найкраще,1,202,202.0
враження,найкраще,1,203,203.0
дія,найкраще,1,202,202.0
друг,найкраще,1,201,201.0
можливо,найкраще,1,200,200.0
молодість,найкраще,1,218,218.0
очолити,найкраще,1,203,203.0
