Source,Target,SourceWord,TargetWord,R,N,Weight,Label
205,426,держава,мова,1,214,214.0,1 / 214
237,426,дума,мова,1,201,201.0,1 / 201
239,426,думка,мова,1,209,209.0,1 / 209
283,426,замовчати,мова,1,200,200.0,1 / 200
284,426,запам’ятати,мова,1,200,200.0,1 / 200
298,426,збагатити,мова,1,205,205.0,1 / 205
348,426,знання,мова,1,217,217.0,1 / 217
419,426,мислення,мова,1,217,217.0,1 / 217
430,426,мовчання,мова,1,201,201.0,1 / 201
432,426,мовчки,мова,1,202,202.0,1 / 202
459,426,народ,мова,1,217,217.0,1 / 217
462,426,насправді,мова,1,204,204.0,1 / 204
470,426,незручний,мова,1,212,212.0,1 / 212
565,426,покликання,мова,1,199,199.0,1 / 199
571,426,помислити,мова,1,200,200.0,1 / 200
621,426,прямий,мова,1,217,217.0,1 / 217
622,426,прямо,мова,1,198,198.0,1 / 198
625,426,рада,мова,1,208,208.0,1 / 208
646,426,розмова,мова,1,211,211.0,1 / 211
662,426,світ,мова,1,210,210.0,1 / 210
687,426,сказати,мова,1,205,205.0,1 / 205
693,426,сміти,мова,1,212,212.0,1 / 212
728,426,стара,мова,1,215,215.0,1 / 215
750,426,сучасний,мова,1,215,215.0,1 / 215
195,427,гучно,мовити,4,200,50.0,4 / 200
376,427,казати,мовити,2,211,105.5,2 / 211
707,427,співучо,мовити,2,203,101.5,2 / 203
166,427,гнівно,мовити,1,199,199.0,1 / 199
176,427,голосно,мовити,1,205,205.0,1 / 205
188,427,грішно,мовити,1,203,203.0,1 / 203
454,427,називати,мовити,1,216,216.0,1 / 216
620,427,промовляти,мовити,1,213,213.0,1 / 213
647,427,розмовляти,мовити,1,212,212.0,1 / 212
660,427,свідомо,мовити,1,204,204.0,1 / 204
687,427,сказати,мовити,1,205,205.0,1 / 205
419,2271,мислення,мовлення,2,217,108.5,2 / 217
168,2271,говірка,мовлення,1,211,211.0,1 / 211
274,2271,заговорити,мовлення,1,204,204.0,1 / 204
376,2271,казати,мовлення,1,211,211.0,1 / 211
426,2271,мова,мовлення,1,221,221.0,1 / 221
432,2271,мовчки,мовлення,1,202,202.0,1 / 202
135,2272,володіти,мовою,9,201,22.33333333333333,9 / 201
134,2272,володіння,мовою,2,204,102.0,2 / 204
808,2272,цікавитися,мовою,2,214,107.0,2 / 214
141,2272,вражати,мовою,1,220,220.0,1 / 220
271,2272,заволодіти,мовою,1,206,206.0,1 / 206
274,2272,заговорити,мовою,1,204,204.0,1 / 204
427,2272,мовити,мовою,1,214,214.0,1 / 214
349,2273,знати,мову,5,215,43.0,5 / 215
651,2273,розуміти,мову,3,213,71.0,3 / 213
268,2273,забути,мову,2,204,102.0,2 / 204
298,2273,збагатити,мову,2,205,102.5,2 / 205
148,2273,втратити,мову,1,205,205.0,1 / 205
266,2273,забувати,мову,1,220,220.0,1 / 220
404,2273,любити,мову,1,207,207.0,1 / 207
427,2273,мовити,мову,1,214,214.0,1 / 214
584,2273,послухати,мову,1,203,203.0,1 / 203
822,2273,чорнити,мову,1,202,202.0,1 / 202
826,2273,чути,мову,1,203,203.0,1 / 203
13,430,бачення,мовчання,1,201,201.0,1 / 201
100,430,вівця,мовчання,1,206,206.0,1 / 206
152,430,вчинок,мовчання,1,201,201.0,1 / 201
167,430,говір,мовчання,1,199,199.0,1 / 199
168,430,говірка,мовчання,1,211,211.0,1 / 211
169,430,говорити,мовчання,1,202,202.0,1 / 202
283,430,замовчати,мовчання,1,200,200.0,1 / 200
688,430,слово,мовчання,1,209,209.0,1 / 209
689,430,слухати,мовчання,1,219,219.0,1 / 219
739,430,стриманість,мовчання,1,207,207.0,1 / 207
777,430,тужити,мовчання,1,215,215.0,1 / 215
169,431,говорити,мовчати,10,202,20.2,10 / 202
432,431,мовчки,мовчати,3,202,67.33333333333333,3 / 202
176,431,голосно,мовчати,2,205,102.5,2 / 205
457,431,наказати,мовчати,2,199,99.5,2 / 199
620,431,промовляти,мовчати,2,213,106.5,2 / 213
689,431,слухати,мовчати,2,219,109.5,2 / 219
8,431,байдуже,мовчати,1,207,207.0,1 / 207
90,431,вигукувати,мовчати,1,201,201.0,1 / 201
96,431,витримано,мовчати,1,203,203.0,1 / 203
108,431,відповідати,мовчати,1,200,200.0,1 / 200
119,431,вільно,мовчати,1,205,205.0,1 / 205
125,431,вірно,мовчати,1,205,205.0,1 / 205
238,431,думати,мовчати,1,199,199.0,1 / 199
274,431,заговорити,мовчати,1,204,204.0,1 / 204
283,431,замовчати,мовчати,1,200,200.0,1 / 200
376,431,казати,мовчати,1,211,211.0,1 / 211
427,431,мовити,мовчати,1,214,214.0,1 / 214
430,431,мовчання,мовчати,1,201,201.0,1 / 201
491,431,обов’язково,мовчати,1,202,202.0,1 / 202
521,431,переставати,мовчати,1,210,210.0,1 / 210
522,431,перестати,мовчати,1,198,198.0,1 / 198
590,431,потерпати,мовчати,1,209,209.0,1 / 209
647,431,розмовляти,мовчати,1,212,212.0,1 / 212
690,431,слухатися,мовчати,1,204,204.0,1 / 204
700,431,соромитися,мовчати,1,214,214.0,1 / 214
705,431,співати,мовчати,1,214,214.0,1 / 214
742,431,стриматися,мовчати,1,203,203.0,1 / 203
445,432,мріяти,мовчки,2,213,106.5,2 / 213
101,432,віддалитися,мовчки,1,206,206.0,1 / 206
169,432,говорити,мовчки,1,202,202.0,1 / 202
283,432,замовчати,мовчки,1,200,200.0,1 / 200
375,432,йти,мовчки,1,216,216.0,1 / 216
418,432,минути,мовчки,1,201,201.0,1 / 201
431,432,мовчати,мовчки,1,212,212.0,1 / 212
452,432,назвати,мовчки,1,205,205.0,1 / 205
631,432,радіти,мовчки,1,211,211.0,1 / 211
647,432,розмовляти,мовчки,1,212,212.0,1 / 212
746,432,сумувати,мовчки,1,213,213.0,1 / 213
720,433,спромагатися,могти,19,215,11.31578947368421,19 / 215
693,433,сміти,могти,11,212,19.272727272727277,11 / 212
395,433,ладен,могти,3,217,72.33333333333333,3 / 217
722,433,спроможний,могти,3,204,68.0,3 / 204
804,433,хотіти,могти,3,215,71.66666666666667,3 / 215
446,433,мусити,могти,2,213,106.5,2 / 213
721,433,спромогтися,могти,2,203,101.5,2 / 203
805,433,хотітися,могти,2,211,105.5,2 / 211
129,433,владно,могти,1,204,204.0,1 / 204
360,433,зробити,могти,1,202,202.0,1 / 202
397,433,ладний,могти,1,213,213.0,1 / 213
767,433,терпіти,могти,1,214,214.0,1 / 214
775,433,триматися,могти,1,213,213.0,1 / 213
236,2274,дуб,могутній,4,202,50.5,4 / 202
0,2274,багатий,могутній,1,213,213.0,1 / 213
128,2274,владний,могутній,1,213,213.0,1 / 213
382,2274,кінь,могутній,1,204,204.0,1 / 204
459,2274,народ,могутній,1,217,217.0,1 / 217
205,2275,держава,могутність,2,214,107.0,2 / 214
127,2275,влада,могутність,1,204,204.0,1 / 204
128,2275,владний,могутність,1,213,213.0,1 / 213
236,2275,дуб,могутність,1,202,202.0,1 / 202
324,2275,звір,могутність,1,201,201.0,1 / 201
361,2275,зробитися,могутність,1,200,200.0,1 / 200
443,2276,молодь,мода,3,204,68.0,3 / 204
750,2276,сучасний,мода,2,215,107.5,2 / 215
215,2276,дівчина,мода,1,201,201.0,1 / 201
221,2276,добрий,мода,1,201,201.0,1 / 201
438,2276,молода,мода,1,215,215.0,1 / 215
439,2276,молодий,мода,1,210,210.0,1 / 210
482,2276,новий,мода,1,213,213.0,1 / 213
548,2276,погляд,мода,1,211,211.0,1 / 211
750,2277,сучасний,модерн,5,215,43.0,5 / 215
482,2277,новий,модерн,1,213,213.0,1 / 213
484,2277,новітній,модерн,1,210,210.0,1 / 210
750,2278,сучасний,модний,11,215,19.545454545454547,11 / 215
366,2279,ім’я,моє,21,221,10.523809523809524,21 / 221
134,2279,володіння,моє,3,204,68.0,3 / 204
213,2279,дитинство,моє,3,218,72.66666666666667,3 / 218
423,2279,місто,моє,3,219,73.0,3 / 219
3,2279,багатство,моє,2,203,101.5,2 / 203
13,2279,бачення,моє,2,201,100.5,2 / 201
271,2279,заволодіти,моє,2,206,103.0,2 / 206
331,2279,здивування,моє,2,202,101.0,2 / 202
416,2279,минуле,моє,2,213,106.5,2 / 213
565,2279,покликання,моє,2,199,99.5,2 / 199
769,2279,товариство,моє,2,211,105.5,2 / 211
832,2279,щастя,моє,2,212,106.0,2 / 212
234,2279,дружина,моє,1,216,216.0,1 / 216
257,2279,життя,моє,1,212,212.0,1 / 212
335,2279,здобуток,моє,1,203,203.0,1 / 203
355,2279,зобов’язання,моє,1,203,203.0,1 / 203
386,2279,коріння,моє,1,205,205.0,1 / 205
411,2279,майбутнє,моє,1,221,221.0,1 / 221
488,2279,обличчя,моє,1,221,221.0,1 / 221
510,2279,пам’ятка,моє,1,212,212.0,1 / 212
661,2279,свій,моє,1,222,222.0,1 / 222
672,2279,село,моє,1,210,210.0,1 / 210
677,2279,серце,моє,1,211,211.0,1 / 211
688,2279,слово,моє,1,209,209.0,1 / 209
838,2279,ярмо,моє,1,221,221.0,1 / 221
436,2280,можливо,може,6,200,33.333333333333336,6 / 200
434,2280,можливий,може,2,211,105.5,2 / 211
486,2280,обіцянка,може,1,214,214.0,1 / 214
489,2280,обман,може,1,224,224.0,1 / 224
490,2280,обов’язковий,може,1,209,209.0,1 / 209
564,2280,поклик,може,1,198,198.0,1 / 198
588,2280,поталанити,може,1,201,201.0,1 / 201
773,2280,треба,може,1,201,201.0,1 / 201
85,435,вибір,можливість,8,203,25.375,8 / 203
722,435,спроможний,можливість,6,204,34.0,6 / 204
223,435,дозвіл,можливість,4,202,50.5,4 / 202
127,435,влада,можливість,3,204,68.0,3 / 204
433,435,могти,можливість,3,213,71.0,3 / 213
436,435,можливо,можливість,3,200,66.66666666666667,3 / 200
440,435,молодість,можливість,3,218,72.66666666666667,3 / 218
720,435,спромагатися,можливість,3,215,71.66666666666667,3 / 215
758,435,талан,можливість,3,211,70.33333333333333,3 / 211
149,435,втрачати,можливість,2,202,101.0,2 / 202
191,435,гроші,можливість,2,202,101.0,2 / 202
346,435,змогти,можливість,2,202,101.0,2 / 202
595,435,потрібний,можливість,2,215,107.5,2 / 215
693,435,сміти,можливість,2,212,106.0,2 / 212
721,435,спромогтися,можливість,2,203,101.5,2 / 203
1,435,багатіти,можливість,1,205,205.0,1 / 205
5,435,бажання,можливість,1,204,204.0,1 / 204
121,435,вірити,можливість,1,201,201.0,1 / 201
136,435,воля,можливість,1,205,205.0,1 / 205
155,435,гадати,можливість,1,203,203.0,1 / 203
225,435,дозволяти,можливість,1,201,201.0,1 / 201
226,435,доля,можливість,1,199,199.0,1 / 199
244,435,жалкувати,можливість,1,217,217.0,1 / 217
286,435,заробити,можливість,1,202,202.0,1 / 202
287,435,заробіток,можливість,1,203,203.0,1 / 203
299,435,збагатіти,можливість,1,203,203.0,1 / 203
364,435,зручність,можливість,1,205,205.0,1 / 205
397,435,ладний,можливість,1,213,213.0,1 / 213
441,435,молодіти,можливість,1,211,211.0,1 / 211
444,435,мрія,можливість,1,216,216.0,1 / 216
496,435,одружувати,можливість,1,211,211.0,1 / 211
497,435,одружуватися,можливість,1,213,213.0,1 / 213
613,435,праця,можливість,1,211,211.0,1 / 211
655,435,рука,можливість,1,210,210.0,1 / 210
688,435,слово,можливість,1,209,209.0,1 / 209
692,435,сміливість,можливість,1,208,208.0,1 / 208
759,435,таланити,можливість,1,213,213.0,1 / 213
765,435,терпець,можливість,1,209,209.0,1 / 209
805,435,хотітися,можливість,1,211,211.0,1 / 211
435,436,можливість,можливо,2,215,107.5,2 / 215
6,436,бажано,можливо,1,205,205.0,1 / 205
57,436,важко,можливо,1,203,203.0,1 / 203
60,436,важливо,можливо,1,202,202.0,1 / 202
185,436,гріх,можливо,1,201,201.0,1 / 201
186,436,грішити,можливо,1,200,200.0,1 / 200
223,436,дозвіл,можливо,1,202,202.0,1 / 202
306,436,збрехати,можливо,1,205,205.0,1 / 205
307,436,зважити,можливо,1,202,202.0,1 / 202
328,436,згрішити,можливо,1,204,204.0,1 / 204
346,436,змогти,можливо,1,202,202.0,1 / 202
353,436,зненавидіти,можливо,1,205,205.0,1 / 205
387,436,коханий,можливо,1,210,210.0,1 / 210
494,436,одружити,можливо,1,204,204.0,1 / 204
563,436,позеленіти,можливо,1,203,203.0,1 / 203
571,436,помислити,можливо,1,200,200.0,1 / 200
585,436,послухатися,можливо,1,202,202.0,1 / 202
718,436,справді,можливо,1,203,203.0,1 / 203
758,436,талан,можливо,1,211,211.0,1 / 211
831,436,щастити,можливо,1,211,211.0,1 / 211
837,436,як,можливо,1,218,218.0,1 / 218
5,2281,бажання,можливості,2,204,102.0,2 / 204
191,2281,гроші,можливості,2,202,101.0,2 / 202
0,2281,багатий,можливості,1,213,213.0,1 / 213
346,2281,змогти,можливості,1,202,202.0,1 / 202
395,2281,ладен,можливості,1,217,217.0,1 / 217
433,2281,могти,можливості,1,213,213.0,1 / 213
440,2281,молодість,можливості,1,218,218.0,1 / 218
721,2281,спромогтися,можливості,1,203,203.0,1 / 203
223,437,дозвіл,можна,6,202,33.666666666666664,6 / 202
225,437,дозволяти,можна,4,201,50.25,4 / 201
773,437,треба,можна,3,201,67.0,3 / 201
47,437,брехати,можна,1,204,204.0,1 / 204
75,437,веселитися,можна,1,210,210.0,1 / 210
119,437,вільно,можна,1,205,205.0,1 / 205
141,437,вражати,можна,1,220,220.0,1 / 220
148,437,втратити,можна,1,205,205.0,1 / 205
224,437,дозволити,можна,1,202,202.0,1 / 202
233,437,друг,можна,1,201,201.0,1 / 201
243,437,жаліти,можна,1,198,198.0,1 / 198
248,437,жартувати,можна,1,208,208.0,1 / 208
295,437,захотіти,можна,1,204,204.0,1 / 204
299,437,збагатіти,можна,1,203,203.0,1 / 203
304,437,збентежитися,можна,1,203,203.0,1 / 203
305,437,збідніти,можна,1,198,198.0,1 / 198
314,437,звичайно,можна,1,205,205.0,1 / 205
351,437,зневіритися,можна,1,414,414.0,1 / 414
360,437,зробити,можна,1,202,202.0,1 / 202
367,437,інколи,можна,1,218,218.0,1 / 218
434,437,можливий,можна,1,211,211.0,1 / 211
436,437,можливо,можна,1,200,200.0,1 / 200
463,437,настрашитися,можна,1,204,204.0,1 / 204
498,437,озлитися,можна,1,199,199.0,1 / 199
500,437,оселитися,можна,1,205,205.0,1 / 205
578,437,порада,можна,1,211,211.0,1 / 211
