Id,Name,Label
2502,невпевнений,невпевнений РЕ [5 / 12]
2503,невпевненість,невпевненість РЕ [30 / 47]
2504,невпевнено,невпевнено РЕ [7 / 8]
2505,невчасно,невчасно РЕ [5 / 11]
2506,негайно,негайно РЕ [9 / 9]
2507,негр,негр РЕ [7 / 9]
2508,недалеко,недалеко РЕ [4 / 7]
2509,недійсним,недійсним РЕ [2 / 11]
2510,недобре,недобре РЕ [37 / 46]
2511,недобрий,недобрий РЕ [13 / 32]
2512,недовго,недовго РЕ [15 / 19]
2513,недовіра,недовіра РЕ [18 / 28]
2514,недовіряти,недовіряти РЕ [7 / 8]
2515,недолік,недолік РЕ [7 / 12]
2516,недосяжність,недосяжність РЕ [3 / 7]
2517,недруг,недруг РЕ [18 / 43]
2518,незабутній,незабутній РЕ [6 / 14]
2519,незадоволення,незадоволення РЕ [11 / 11]
2520,незалежна,незалежна РЕ [4 / 8]
2521,незвичайний,незвичайний РЕ [7 / 13]
2522,незвичний,незвичний РЕ [5 / 8]
2523,незвично,незвично РЕ [6 / 11]
2524,нездара,нездара РЕ [4 / 8]
2525,нездійсненна,нездійсненна РЕ [3 / 8]
2526,незнайомець,незнайомець РЕ [5 / 7]
2527,незнайомий,незнайомий РЕ [4 / 8]
2528,незнання,незнання РЕ [21 / 34]
2529,незрозуміле,незрозуміле РЕ [8 / 11]
2530,неймовірне,неймовірне РЕ [5 / 7]
2531,нелюб,нелюб РЕ [2 / 9]
2532,нема,нема РЕ [42 / 58]
2533,немає,немає РЕ [42 / 55]
2534,неминуче,неминуче РЕ [8 / 10]
2535,неминучість,неминучість РЕ [7 / 7]
2536,немовля,немовля РЕ [6 / 12]
2537,неможливе,неможливе РЕ [6 / 11]
2538,неможливий,неможливий РЕ [4 / 13]
2539,неможливо,неможливо РЕ [18 / 33]
2540,ненавиджу,ненавиджу РЕ [7 / 8]
2541,необхідна,необхідна РЕ [8 / 13]
2542,необхідне,необхідне РЕ [10 / 11]
2543,необхідний,необхідний РЕ [10 / 39]
2544,необхідність,необхідність РЕ [39 / 89]
2545,необхідно,необхідно РЕ [15 / 29]
2546,неповага,неповага РЕ [10 / 17]
2547,непоганий,непоганий РЕ [8 / 8]
2548,непокоїти,непокоїти РЕ [3 / 7]
2549,непотріб,непотріб РЕ [12 / 12]
2550,непотрібна,непотрібна РЕ [10 / 11]
2551,непотрібне,непотрібне РЕ [9 / 9]
2552,непотрібний,непотрібний РЕ [13 / 15]
2553,непотрібно,непотрібно РЕ [25 / 28]
2554,неправда,неправда РЕ [40 / 129]
2555,неправду,неправду РЕ [6 / 17]
2556,неправильний,неправильний РЕ [5 / 10]
2557,неправильно,неправильно РЕ [23 / 37]
2558,неприємна,неприємна РЕ [6 / 7]
2559,неприємне,неприємне РЕ [11 / 12]
2560,неприємності,неприємності РЕ [9 / 11]
2561,неприязнь,неприязнь РЕ [7 / 8]
2562,непроханий,непроханий РЕ [2 / 7]
2563,нерви,нерви РЕ [30 / 66]
2564,нервовий,нервовий РЕ [9 / 15]
2565,нервувати,нервувати РЕ [11 / 15]
2566,нервуватися,нервуватися РЕ [7 / 24]
2567,нероба,нероба РЕ [5 / 10]
2568,нерозумний,нерозумний РЕ [6 / 23]
2569,несміливий,несміливий РЕ [5 / 11]
2570,несподіванка,несподіванка РЕ [31 / 80]
2571,несподівано,несподівано РЕ [22 / 27]
2572,неспокій,неспокій РЕ [34 / 59]
2573,несправедливість,несправедливість РЕ [15 / 18]
2574,нестача,нестача РЕ [11 / 21]
2575,нестерпна,нестерпна РЕ [6 / 8]
2576,нестерпний,нестерпний РЕ [9 / 10]
2577,нести,нести РЕ [3 / 9]
2578,нестриманість,нестриманість РЕ [7 / 8]
2579,нестримна,нестримна РЕ [6 / 7]
2580,неуважність,неуважність РЕ [4 / 8]
2581,нецікаво,нецікаво РЕ [15 / 22]
2582,нещасливий,нещасливий РЕ [5 / 7]
2583,нещасний,нещасний РЕ [12 / 32]
2584,нещастя,нещастя РЕ [47 / 77]
2585,ні,ні РЕ [60 / 122]
2586,ніж,ніж РЕ [13 / 18]
2587,ніжна,ніжна РЕ [7 / 9]
2588,ніжний,ніжний РЕ [14 / 29]
2589,ніжність,ніжність РЕ [23 / 33]
2590,ніжно,ніжно РЕ [7 / 7]
2591,нікого,нікого РЕ [9 / 16]
2592,ніколи,ніколи РЕ [73 / 136]
2593,нікому,нікому РЕ [8 / 12]
2594,німий,німий РЕ [6 / 22]
2595,нірвана,нірвана РЕ [4 / 7]
2596,нічого,нічого РЕ [43 / 50]
2597,ніщо,ніщо РЕ [10 / 11]
2598,ніяк,ніяк РЕ [7 / 24]
2599,ніякий,ніякий РЕ [9 / 13]
2600,ніяковіти,ніяковіти РЕ [4 / 7]
2601,ніяково,ніяково РЕ [11 / 15]
2602,НЛО,НЛО РЕ [13 / 19]
2603,нове,нове РЕ [15 / 36]
2604,новий день,новий день РЕ [5 / 11]
2605,новинами,новинами РЕ [3 / 12]
2606,новини,новини РЕ [17 / 41]
2607,новиною,новиною РЕ [10 / 14]
2608,новину,новину РЕ [9 / 28]
2609,новосілля,новосілля РЕ [3 / 12]
2610,ноги,ноги РЕ [19 / 75]
2611,номер,номер РЕ [9 / 18]
2612,норма,норма РЕ [13 / 15]
2613,нормальна,нормальна РЕ [7 / 9]
2614,нормальне,нормальне РЕ [8 / 9]
2615,нормальний,нормальний РЕ [6 / 10]
2616,нормально,нормально РЕ [23 / 26]
2617,ностальгія,ностальгія РЕ [13 / 17]
2618,ночі,ночі РЕ [8 / 14]
2619,нудний,нудний РЕ [7 / 8]
2620,нудно,нудно РЕ [16 / 21]
2621,нудота,нудота РЕ [5 / 7]
2622,нудьга,нудьга РЕ [12 / 13]
2623,нюх,нюх РЕ [2 / 8]
2624,обачність,обачність РЕ [8 / 8]
2625,обдумати,обдумати РЕ [6 / 19]
2626,обдумувати,обдумувати РЕ [2 / 7]
2627,обдурити,обдурити РЕ [3 / 7]
2628,обережність,обережність РЕ [17 / 23]
2629,обережно,обережно РЕ [7 / 9]
2630,об’єднання,об’єднання РЕ [9 / 15]
2631,об’єкт,об’єкт РЕ [10 / 10]
2632,обід,обід РЕ [31 / 80]
2633,обійстя,обійстя РЕ [3 / 7]
2634,обіцянку,обіцянку РЕ [6 / 8]
2635,обманювати,обманювати РЕ [7 / 22]
2636,обмеження,обмеження РЕ [9 / 9]
2637,обміркувати,обміркувати РЕ [7 / 11]
2638,обмовляти,обмовляти РЕ [4 / 7]
2639,обов’язки,обов’язки РЕ [17 / 26]
2640,обов’язкова,обов’язкова РЕ [11 / 15]
2641,обов’язковість,обов’язковість РЕ [10 / 10]
2642,обов’язку,обов’язку РЕ [4 / 7]
2643,ображатися,ображатися РЕ [3 / 7]
2644,образ,образ РЕ [23 / 40]
2645,образа,образа РЕ [34 / 61]
2646,образи,образи РЕ [6 / 13]
2647,образити,образити РЕ [7 / 18]
2648,образу,образу РЕ [5 / 11]
2649,обрій,обрій РЕ [15 / 31]
2650,обряд,обряд РЕ [4 / 23]
2651,обставини,обставини РЕ [5 / 10]
2652,овоч,овоч РЕ [2 / 7]
2653,огида,огида РЕ [6 / 7]
2654,один,один РЕ [10 / 14]
2655,один одного,один одного РЕ [5 / 9]
2656,одна,одна РЕ [13 / 15]
2657,однаково,однаково РЕ [6 / 8]
2658,одногрупник,одногрупник РЕ [8 / 9]
2659,одяг,одяг РЕ [68 / 386]
2660,озеро,озеро РЕ [7 / 11]
2661,ой,ой РЕ [11 / 28]
2662,ой!,ой! РЕ [7 / 11]
2663,океан,океан РЕ [7 / 12]
2664,Оксана,Оксана РЕ [11 / 14]
2665,окуляри,окуляри РЕ [15 / 22]
2666,Олег,Олег РЕ [5 / 8]
2667,олівець,олівець РЕ [13 / 18]
2668,опіка,опіка РЕ [12 / 27]
2669,опір,опір РЕ [8 / 60]
2670,опора,опора РЕ [15 / 29]
2671,оратор,оратор РЕ [6 / 36]
2672,орган,орган РЕ [21 / 124]
2673,організація,організація РЕ [8 / 10]
2674,організм,організм РЕ [6 / 9]
2675,орел,орел РЕ [9 / 52]
2676,освіта,освіта РЕ [29 / 73]
2677,освіти,освіти РЕ [6 / 7]
2678,освітлювати,освітлювати РЕ [4 / 8]
2679,освіту,освіту РЕ [3 / 110]
2680,осел,осел РЕ [24 / 30]
2681,осінь,осінь РЕ [21 / 79]
2682,основа,основа РЕ [10 / 14]
2683,основне,основне РЕ [6 / 8]
2684,основний,основний РЕ [4 / 10]
2685,особа,особа РЕ [18 / 24]
2686,особистість,особистість РЕ [14 / 26]
2687,особливий,особливий РЕ [10 / 15]
2688,особливість,особливість РЕ [6 / 8]
2689,острах,острах РЕ [5 / 8]
2690,острів,острів РЕ [7 / 7]
2691,оточуючих,оточуючих РЕ [8 / 17]
2692,отримати,отримати РЕ [12 / 18]
2693,отримувати,отримувати РЕ [4 / 7]
2694,отрута,отрута РЕ [5 / 8]
2695,оцінка,оцінка РЕ [14 / 16]
2696,оцінки,оцінки РЕ [7 / 7]
2697,оцінку,оцінку РЕ [6 / 7]
2698,очікування,очікування РЕ [6 / 13]
2699,павук,павук РЕ [11 / 14]
2700,падати,падати РЕ [11 / 15]
2701,палає,палає РЕ [2 / 7]
2702,палати,палати РЕ [4 / 15]
2703,палець,палець РЕ [16 / 20]
2704,палка,палка РЕ [8 / 10]
2705,палко,палко РЕ [6 / 9]
2706,пальці,пальці РЕ [5 / 14]
2707,пам’ятник,пам’ятник РЕ [8 / 24]
2708,пан,пан РЕ [6 / 8]
2709,паніка,паніка РЕ [9 / 13]
2710,папір,папір РЕ [21 / 90]
2711,пара,пара РЕ [31 / 58]
2712,пари,пари РЕ [22 / 34]
2713,парк,парк РЕ [13 / 14]
2714,паркан,паркан РЕ [14 / 22]
2715,парламент,парламент РЕ [11 / 19]
2716,парта,парта РЕ [10 / 13]
2717,партію,партію РЕ [2 / 15]
2718,партія,партія РЕ [6 / 13]
2719,парубок,парубок РЕ [14 / 28]
2720,патріот,патріот РЕ [4 / 7]
2721,паузу,паузу РЕ [3 / 18]
2722,пахнути,пахнути РЕ [3 / 8]
2723,пацан,пацан РЕ [15 / 18]
2724,пекло,пекло РЕ [16 / 33]
2725,пекучий,пекучий РЕ [3 / 9]
2726,пень,пень РЕ [7 / 10]
2727,перевага,перевага РЕ [7 / 7]
2728,перевірити,перевірити РЕ [5 / 8]
2729,перевіряти,перевіряти РЕ [4 / 8]
2730,переглянути,переглянути РЕ [3 / 9]
2731,перед,перед РЕ [7 / 9]
2732,перед Богом,перед Богом РЕ [4 / 11]
2733,перед екзаменом,перед екзаменом РЕ [3 / 7]
2734,перед кимось,перед кимось РЕ [10 / 16]
2735,перед кимсь,перед кимсь РЕ [6 / 8]
2736,передбачення,передбачення РЕ [6 / 8]
2737,передчуття,передчуття РЕ [6 / 8]
2738,переживання,переживання РЕ [42 / 104]
2739,переживати,переживати РЕ [33 / 116]
2740,пережити,пережити РЕ [7 / 7]
2741,переїзд,переїзд РЕ [5 / 11]
2742,переконання,переконання РЕ [6 / 8]
2743,переконувати,переконувати РЕ [8 / 9]
2744,перемогу,перемогу РЕ [10 / 31]
2745,перехожий,перехожий РЕ [7 / 9]
2746,перець,перець РЕ [4 / 8]
2747,перешкода,перешкода РЕ [6 / 8]
2748,перешкоди,перешкоди РЕ [4 / 9]
2749,період,період РЕ [11 / 13]
2750,перспектива,перспектива РЕ [7 / 9]
2751,перше,перше РЕ [6 / 11]
2752,перший,перший РЕ [17 / 33]
2753,першим,першим РЕ [6 / 12]
2754,печаль,печаль РЕ [20 / 41]
2755,пече,пече РЕ [5 / 12]
2756,печера,печера РЕ [7 / 7]
2757,пиво,пиво РЕ [25 / 31]
2758,пильно,пильно РЕ [4 / 12]
2759,писати,писати РЕ [21 / 32]
2760,письменник,письменник РЕ [7 / 16]
2761,пити,пити РЕ [22 / 45]
2762,підвал,підвал РЕ [6 / 9]
2763,піджак,піджак РЕ [6 / 7]
2764,підійти,підійти РЕ [9 / 44]
2765,під’їзд,під’їзд РЕ [3 / 8]
2766,підлеглий,підлеглий РЕ [7 / 14]
2767,підлий,підлий РЕ [7 / 11]
2768,підлість,підлість РЕ [19 / 33]
2769,підло,підло РЕ [4 / 8]
2770,підлога,підлога РЕ [7 / 7]
2771,підняти,підняти РЕ [4 / 7]
2772,підняти настрій,підняти настрій РЕ [5 / 8]
2773,піднятися,піднятися РЕ [6 / 8]
2774,підприємство,підприємство РЕ [6 / 14]
2775,підробка,підробка РЕ [2 / 7]
2776,підручник,підручник РЕ [5 / 8]
2777,підсвідомість,підсвідомість РЕ [3 / 22]
2778,підступний,підступний РЕ [7 / 10]
2779,підтримка,підтримка РЕ [21 / 29]
2780,підтримувати,підтримувати РЕ [5 / 9]
2781,підтюпцем,підтюпцем РЕ [5 / 8]
2782,підходити,підходити РЕ [3 / 11]
2783,пізній,пізній РЕ [5 / 9]
2784,пізніше,пізніше РЕ [8 / 8]
2785,пізно,пізно РЕ [17 / 24]
2786,пік,пік РЕ [1 / 8]
2787,піклування,піклування РЕ [4 / 17]
2788,піклуватися,піклуватися РЕ [6 / 15]
2789,пір’я,пір’я РЕ [3 / 9]
2790,пісні,пісні РЕ [9 / 28]
2791,пісню,пісню РЕ [9 / 142]
2792,пісок,пісок РЕ [10 / 11]
2793,піст,піст РЕ [6 / 9]
2794,піт,піт РЕ [8 / 8]
